[2024-07-02 13:18:58] [PID 0] [INFO] Load config successfully!
[2024-07-02 13:18:58] [PID 0] [INFO] {'batch_size': 512,
 'ckpt_path': 'checkpoints/checkpoint_0',
 'comment': 'no comments',
 'continuous_train': False,
 'crystal_gnn_config': {'atom_fea_len': 512, 'n_conv': 3},
 'dmin': 0,
 'drop_rate': 0.25,
 'dtype': torch.float32,
 'epochs': 500,
 'experiment_name': '0',
 'figs_train': 'figs/train_0.pdf',
 'head_output_dim': 2,
 'load_pretrain': True,
 'log_batch_freq': 5,
 'log_epoch_freq': 2,
 'log_file': 'logs/out_0.log',
 'lr': 0.001,
 'lr_milestones': [100],
 'max_num_nbr': 12,
 'momentum': 0.9,
 'num_workers': 8,
 'pre_ckpt_path': 'checkpoints/pre_checkpoint_0',
 'precision': 'float32',
 'processed_dir': {'negative': 'processed_negative',
                   'positive': 'processed_positive'},
 'radius': 20,
 'random_seed': 666,
 'ratio': 711,
 'root_dir': 'data',
 'sample_size': 10,
 'save_epoch_freq': 5,
 'shuffle': True,
 'step': 0.2,
 'weight_decay': 0}
[2024-07-02 13:18:58] [PID 0] [INFO] Load data...
[2024-07-02 13:18:58] [PID 0] [INFO] Process...
[2024-07-02 13:19:35] [PID 0] [INFO] Total number of data points: 85590
[2024-07-02 13:19:35] [PID 0] [INFO] Number of batches per epoch: 168
[2024-07-02 13:19:39] [PID 0] [INFO] Train...
[2024-07-02 17:50:17] [PID 0] [INFO] [Train] Epoch [270/500] [75/168]	 BT 0.333 (0.358)	 DT 0.011 (0.021)	 Loss 1.0803e-07 (1.7049e-03)	
[2024-07-02 17:50:19] [PID 0] [INFO] [Train] Epoch [270/500] [80/168]	 BT 0.362 (0.358)	 DT 0.011 (0.021)	 Loss 1.3131e-07 (1.7047e-03)	
[2024-07-02 17:50:21] [PID 0] [INFO] [Train] Epoch [270/500] [85/168]	 BT 0.356 (0.358)	 DT 0.011 (0.021)	 Loss 6.2631e-08 (1.7045e-03)	
[2024-07-02 17:50:22] [PID 0] [INFO] [Train] Epoch [270/500] [90/168]	 BT 0.351 (0.358)	 DT 0.015 (0.021)	 Loss 5.8440e-08 (1.7044e-03)	
[2024-07-02 17:50:24] [PID 0] [INFO] [Train] Epoch [270/500] [95/168]	 BT 0.353 (0.358)	 DT 0.011 (0.021)	 Loss 7.8929e-08 (1.7042e-03)	
[2024-07-02 17:50:26] [PID 0] [INFO] [Train] Epoch [270/500] [100/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 6.9849e-09 (1.7040e-03)	
[2024-07-02 17:50:28] [PID 0] [INFO] [Train] Epoch [270/500] [105/168]	 BT 0.353 (0.358)	 DT 0.015 (0.021)	 Loss 1.8161e-08 (1.7038e-03)	
[2024-07-02 17:50:29] [PID 0] [INFO] [Train] Epoch [270/500] [110/168]	 BT 0.362 (0.358)	 DT 0.010 (0.021)	 Loss 1.5669e-07 (1.7036e-03)	
[2024-07-02 17:50:31] [PID 0] [INFO] [Train] Epoch [270/500] [115/168]	 BT 0.342 (0.358)	 DT 0.010 (0.021)	 Loss 3.7253e-09 (1.7034e-03)	
[2024-07-02 17:50:33] [PID 0] [INFO] [Train] Epoch [270/500] [120/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 2.3749e-08 (1.7032e-03)	
[2024-07-02 17:50:35] [PID 0] [INFO] [Train] Epoch [270/500] [125/168]	 BT 0.313 (0.358)	 DT 0.010 (0.021)	 Loss 3.0035e-08 (1.7030e-03)	
[2024-07-02 17:50:36] [PID 0] [INFO] [Train] Epoch [270/500] [130/168]	 BT 0.357 (0.358)	 DT 0.011 (0.021)	 Loss 1.0035e-07 (1.7028e-03)	
[2024-07-02 17:50:38] [PID 0] [INFO] [Train] Epoch [270/500] [135/168]	 BT 0.340 (0.358)	 DT 0.010 (0.021)	 Loss 1.2945e-07 (1.7027e-03)	
[2024-07-02 17:50:40] [PID 0] [INFO] [Train] Epoch [270/500] [140/168]	 BT 0.346 (0.358)	 DT 0.015 (0.021)	 Loss 3.7486e-08 (1.7025e-03)	
[2024-07-02 17:50:42] [PID 0] [INFO] [Train] Epoch [270/500] [145/168]	 BT 0.369 (0.358)	 DT 0.016 (0.021)	 Loss 3.3992e-07 (1.7023e-03)	
[2024-07-02 17:50:44] [PID 0] [INFO] [Train] Epoch [270/500] [150/168]	 BT 0.357 (0.358)	 DT 0.015 (0.021)	 Loss 3.2363e-08 (1.7021e-03)	
[2024-07-02 17:50:45] [PID 0] [INFO] [Train] Epoch [270/500] [155/168]	 BT 0.338 (0.358)	 DT 0.010 (0.021)	 Loss 1.0244e-07 (1.7019e-03)	
[2024-07-02 17:50:47] [PID 0] [INFO] [Train] Epoch [270/500] [160/168]	 BT 0.329 (0.358)	 DT 0.010 (0.021)	 Loss 6.8918e-08 (1.7017e-03)	
[2024-07-02 17:50:49] [PID 0] [INFO] [Train] Epoch [270/500] [165/168]	 BT 0.366 (0.358)	 DT 0.011 (0.021)	 Loss 1.0081e-07 (1.7015e-03)	
[2024-07-02 17:51:50] [PID 0] [INFO] [Train] Epoch [272/500] [0/168]	 BT 1.231 (0.358)	 DT 0.895 (0.021)	 Loss 2.7450e-07 (1.6952e-03)	
[2024-07-02 17:51:52] [PID 0] [INFO] [Train] Epoch [272/500] [5/168]	 BT 0.367 (0.358)	 DT 0.016 (0.021)	 Loss 1.5832e-08 (1.6950e-03)	
[2024-07-02 17:51:54] [PID 0] [INFO] [Train] Epoch [272/500] [10/168]	 BT 0.363 (0.358)	 DT 0.011 (0.021)	 Loss 1.0943e-08 (1.6948e-03)	
[2024-07-02 17:51:56] [PID 0] [INFO] [Train] Epoch [272/500] [15/168]	 BT 0.328 (0.358)	 DT 0.010 (0.021)	 Loss 1.8626e-09 (1.6946e-03)	
[2024-07-02 17:51:58] [PID 0] [INFO] [Train] Epoch [272/500] [20/168]	 BT 0.327 (0.358)	 DT 0.011 (0.021)	 Loss 4.6566e-10 (1.6944e-03)	
[2024-07-02 17:51:59] [PID 0] [INFO] [Train] Epoch [272/500] [25/168]	 BT 0.360 (0.358)	 DT 0.011 (0.021)	 Loss 2.0955e-09 (1.6942e-03)	
[2024-07-02 17:52:01] [PID 0] [INFO] [Train] Epoch [272/500] [30/168]	 BT 0.360 (0.358)	 DT 0.011 (0.021)	 Loss 1.3970e-09 (1.6941e-03)	
[2024-07-02 17:52:03] [PID 0] [INFO] [Train] Epoch [272/500] [35/168]	 BT 0.345 (0.358)	 DT 0.011 (0.021)	 Loss 3.2596e-09 (1.6939e-03)	
[2024-07-02 17:52:05] [PID 0] [INFO] [Train] Epoch [272/500] [40/168]	 BT 0.354 (0.358)	 DT 0.015 (0.021)	 Loss 3.2596e-09 (1.6937e-03)	
[2024-07-02 17:52:06] [PID 0] [INFO] [Train] Epoch [272/500] [45/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 1.3737e-08 (1.6935e-03)	
[2024-07-02 17:52:08] [PID 0] [INFO] [Train] Epoch [272/500] [50/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 7.6368e-08 (1.6933e-03)	
[2024-07-02 17:52:10] [PID 0] [INFO] [Train] Epoch [272/500] [55/168]	 BT 0.325 (0.358)	 DT 0.011 (0.021)	 Loss 1.3970e-09 (1.6932e-03)	
[2024-07-02 17:52:12] [PID 0] [INFO] [Train] Epoch [272/500] [60/168]	 BT 0.352 (0.358)	 DT 0.015 (0.021)	 Loss 2.8172e-08 (1.6930e-03)	
[2024-07-02 17:52:13] [PID 0] [INFO] [Train] Epoch [272/500] [65/168]	 BT 0.332 (0.358)	 DT 0.011 (0.021)	 Loss 2.3050e-08 (1.6928e-03)	
[2024-07-02 17:52:15] [PID 0] [INFO] [Train] Epoch [272/500] [70/168]	 BT 0.354 (0.358)	 DT 0.011 (0.021)	 Loss 3.8184e-08 (1.6927e-03)	
[2024-07-02 17:52:17] [PID 0] [INFO] [Train] Epoch [272/500] [75/168]	 BT 0.379 (0.358)	 DT 0.011 (0.021)	 Loss 2.0675e-07 (1.6925e-03)	
[2024-07-02 17:52:19] [PID 0] [INFO] [Train] Epoch [272/500] [80/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 2.6216e-07 (1.6923e-03)	
[2024-07-02 17:52:21] [PID 0] [INFO] [Train] Epoch [272/500] [85/168]	 BT 0.333 (0.358)	 DT 0.011 (0.021)	 Loss 2.0546e-04 (1.6921e-03)	
[2024-07-02 17:52:22] [PID 0] [INFO] [Train] Epoch [272/500] [90/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 2.5844e-08 (1.6919e-03)	
[2024-07-02 17:52:24] [PID 0] [INFO] [Train] Epoch [272/500] [95/168]	 BT 0.345 (0.358)	 DT 0.016 (0.021)	 Loss 2.7403e-07 (1.6917e-03)	
[2024-07-02 17:52:26] [PID 0] [INFO] [Train] Epoch [272/500] [100/168]	 BT 0.349 (0.358)	 DT 0.015 (0.021)	 Loss 1.7834e-07 (1.6915e-03)	
[2024-07-02 17:52:28] [PID 0] [INFO] [Train] Epoch [272/500] [105/168]	 BT 0.343 (0.358)	 DT 0.010 (0.021)	 Loss 1.1874e-07 (1.6914e-03)	
[2024-07-02 17:52:29] [PID 0] [INFO] [Train] Epoch [272/500] [110/168]	 BT 0.394 (0.358)	 DT 0.011 (0.021)	 Loss 4.3772e-08 (1.6912e-03)	
[2024-07-02 17:52:31] [PID 0] [INFO] [Train] Epoch [272/500] [115/168]	 BT 0.360 (0.358)	 DT 0.015 (0.021)	 Loss 2.3516e-08 (1.6910e-03)	
[2024-07-02 17:52:33] [PID 0] [INFO] [Train] Epoch [272/500] [120/168]	 BT 0.351 (0.358)	 DT 0.011 (0.021)	 Loss 6.3330e-08 (1.6908e-03)	
[2024-07-02 17:52:35] [PID 0] [INFO] [Train] Epoch [272/500] [125/168]	 BT 0.343 (0.358)	 DT 0.010 (0.021)	 Loss 1.2806e-08 (1.6906e-03)	
[2024-07-02 17:52:36] [PID 0] [INFO] [Train] Epoch [272/500] [130/168]	 BT 0.322 (0.358)	 DT 0.011 (0.021)	 Loss 3.8184e-08 (1.6904e-03)	
[2024-07-02 17:52:38] [PID 0] [INFO] [Train] Epoch [272/500] [135/168]	 BT 0.366 (0.358)	 DT 0.011 (0.021)	 Loss 1.6325e-06 (1.6902e-03)	
[2024-07-02 17:52:40] [PID 0] [INFO] [Train] Epoch [272/500] [140/168]	 BT 0.346 (0.358)	 DT 0.011 (0.021)	 Loss 2.0955e-08 (1.6901e-03)	
[2024-07-02 17:52:42] [PID 0] [INFO] [Train] Epoch [272/500] [145/168]	 BT 0.321 (0.358)	 DT 0.010 (0.021)	 Loss 1.2224e-07 (1.6899e-03)	
[2024-07-02 17:52:43] [PID 0] [INFO] [Train] Epoch [272/500] [150/168]	 BT 0.359 (0.358)	 DT 0.013 (0.021)	 Loss 4.9826e-08 (1.6897e-03)	
[2024-07-02 17:52:45] [PID 0] [INFO] [Train] Epoch [272/500] [155/168]	 BT 0.331 (0.358)	 DT 0.010 (0.021)	 Loss 8.6147e-09 (1.6895e-03)	
[2024-07-02 17:52:47] [PID 0] [INFO] [Train] Epoch [272/500] [160/168]	 BT 0.355 (0.358)	 DT 0.010 (0.021)	 Loss 6.2810e-06 (1.6893e-03)	
[2024-07-02 17:52:49] [PID 0] [INFO] [Train] Epoch [272/500] [165/168]	 BT 0.363 (0.358)	 DT 0.014 (0.021)	 Loss 3.9581e-09 (1.6891e-03)	
[2024-07-02 17:53:50] [PID 0] [INFO] [Train] Epoch [274/500] [0/168]	 BT 1.303 (0.358)	 DT 0.956 (0.021)	 Loss 6.7986e-08 (1.6829e-03)	
[2024-07-02 17:53:52] [PID 0] [INFO] [Train] Epoch [274/500] [5/168]	 BT 0.354 (0.358)	 DT 0.010 (0.021)	 Loss 5.4482e-08 (1.6827e-03)	
[2024-07-02 17:53:53] [PID 0] [INFO] [Train] Epoch [274/500] [10/168]	 BT 0.362 (0.358)	 DT 0.012 (0.021)	 Loss 4.9826e-08 (1.6825e-03)	
[2024-07-02 17:53:55] [PID 0] [INFO] [Train] Epoch [274/500] [15/168]	 BT 0.331 (0.358)	 DT 0.010 (0.021)	 Loss 2.1909e-07 (1.6823e-03)	
[2024-07-02 17:53:57] [PID 0] [INFO] [Train] Epoch [274/500] [20/168]	 BT 0.345 (0.358)	 DT 0.010 (0.021)	 Loss 2.8638e-08 (1.6821e-03)	
[2024-07-02 17:53:59] [PID 0] [INFO] [Train] Epoch [274/500] [25/168]	 BT 0.368 (0.358)	 DT 0.011 (0.021)	 Loss 4.6566e-09 (1.6819e-03)	
[2024-07-02 17:54:01] [PID 0] [INFO] [Train] Epoch [274/500] [30/168]	 BT 0.361 (0.358)	 DT 0.011 (0.021)	 Loss 1.1874e-08 (1.6818e-03)	
[2024-07-02 17:54:02] [PID 0] [INFO] [Train] Epoch [274/500] [35/168]	 BT 0.332 (0.358)	 DT 0.011 (0.021)	 Loss 1.1548e-07 (1.6816e-03)	
[2024-07-02 17:54:04] [PID 0] [INFO] [Train] Epoch [274/500] [40/168]	 BT 0.354 (0.358)	 DT 0.011 (0.021)	 Loss 6.3563e-08 (1.6814e-03)	
[2024-07-02 17:54:06] [PID 0] [INFO] [Train] Epoch [274/500] [45/168]	 BT 0.339 (0.358)	 DT 0.011 (0.021)	 Loss 2.3026e-07 (1.6812e-03)	
[2024-07-02 17:54:08] [PID 0] [INFO] [Train] Epoch [274/500] [50/168]	 BT 0.340 (0.358)	 DT 0.011 (0.021)	 Loss 2.7707e-08 (1.6810e-03)	
[2024-07-02 17:54:09] [PID 0] [INFO] [Train] Epoch [274/500] [55/168]	 BT 0.351 (0.358)	 DT 0.011 (0.021)	 Loss 6.9849e-09 (1.6808e-03)	
[2024-07-02 17:54:11] [PID 0] [INFO] [Train] Epoch [274/500] [60/168]	 BT 0.345 (0.358)	 DT 0.012 (0.021)	 Loss 8.5914e-08 (1.6807e-03)	
[2024-07-02 17:54:13] [PID 0] [INFO] [Train] Epoch [274/500] [65/168]	 BT 0.366 (0.358)	 DT 0.016 (0.021)	 Loss 2.2980e-07 (1.6805e-03)	
[2024-07-02 17:54:15] [PID 0] [INFO] [Train] Epoch [274/500] [70/168]	 BT 0.331 (0.358)	 DT 0.011 (0.021)	 Loss 2.8871e-08 (1.6803e-03)	
[2024-07-02 17:54:17] [PID 0] [INFO] [Train] Epoch [274/500] [75/168]	 BT 0.357 (0.358)	 DT 0.011 (0.021)	 Loss 5.1915e-07 (1.6801e-03)	
[2024-07-02 17:54:18] [PID 0] [INFO] [Train] Epoch [274/500] [80/168]	 BT 0.359 (0.358)	 DT 0.011 (0.021)	 Loss 2.1886e-08 (1.6799e-03)	
[2024-07-02 17:54:20] [PID 0] [INFO] [Train] Epoch [274/500] [85/168]	 BT 0.338 (0.358)	 DT 0.011 (0.021)	 Loss 2.4214e-08 (1.6797e-03)	
[2024-07-02 17:54:22] [PID 0] [INFO] [Train] Epoch [274/500] [90/168]	 BT 0.348 (0.358)	 DT 0.011 (0.021)	 Loss 7.0780e-08 (1.6796e-03)	
[2024-07-02 17:54:24] [PID 0] [INFO] [Train] Epoch [274/500] [95/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 1.6997e-08 (1.6794e-03)	
[2024-07-02 17:54:25] [PID 0] [INFO] [Train] Epoch [274/500] [100/168]	 BT 0.324 (0.358)	 DT 0.010 (0.021)	 Loss 3.7298e-07 (1.6792e-03)	
[2024-07-02 17:54:27] [PID 0] [INFO] [Train] Epoch [274/500] [105/168]	 BT 0.328 (0.358)	 DT 0.011 (0.021)	 Loss 8.1491e-09 (1.6790e-03)	
[2024-07-02 17:54:29] [PID 0] [INFO] [Train] Epoch [274/500] [110/168]	 BT 0.332 (0.358)	 DT 0.011 (0.021)	 Loss 8.1723e-08 (1.6788e-03)	
[2024-07-02 17:54:31] [PID 0] [INFO] [Train] Epoch [274/500] [115/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 1.2386e-07 (1.6786e-03)	
[2024-07-02 17:54:32] [PID 0] [INFO] [Train] Epoch [274/500] [120/168]	 BT 0.331 (0.358)	 DT 0.011 (0.021)	 Loss 7.6834e-09 (1.6785e-03)	
[2024-07-02 17:54:34] [PID 0] [INFO] [Train] Epoch [274/500] [125/168]	 BT 0.355 (0.358)	 DT 0.011 (0.021)	 Loss 6.8451e-08 (1.6783e-03)	
[2024-07-02 17:54:36] [PID 0] [INFO] [Train] Epoch [274/500] [130/168]	 BT 0.348 (0.358)	 DT 0.011 (0.021)	 Loss 1.1642e-09 (1.6781e-03)	
[2024-07-02 17:54:38] [PID 0] [INFO] [Train] Epoch [274/500] [135/168]	 BT 0.342 (0.358)	 DT 0.015 (0.021)	 Loss 4.1093e-07 (1.6779e-03)	
[2024-07-02 17:54:39] [PID 0] [INFO] [Train] Epoch [274/500] [140/168]	 BT 0.350 (0.358)	 DT 0.012 (0.021)	 Loss 2.7869e-07 (1.6777e-03)	
[2024-07-02 17:54:41] [PID 0] [INFO] [Train] Epoch [274/500] [145/168]	 BT 0.360 (0.358)	 DT 0.016 (0.021)	 Loss 9.8020e-08 (1.6775e-03)	
[2024-07-02 17:54:43] [PID 0] [INFO] [Train] Epoch [274/500] [150/168]	 BT 0.366 (0.358)	 DT 0.020 (0.021)	 Loss 2.1094e-07 (1.6774e-03)	
[2024-07-02 17:54:45] [PID 0] [INFO] [Train] Epoch [274/500] [155/168]	 BT 0.344 (0.358)	 DT 0.010 (0.021)	 Loss 2.4214e-08 (1.6772e-03)	
[2024-07-02 17:54:46] [PID 0] [INFO] [Train] Epoch [274/500] [160/168]	 BT 0.347 (0.358)	 DT 0.013 (0.021)	 Loss 4.9936e-07 (1.6770e-03)	
[2024-07-02 17:54:48] [PID 0] [INFO] [Train] Epoch [274/500] [165/168]	 BT 0.345 (0.358)	 DT 0.011 (0.021)	 Loss 3.2107e-07 (1.6768e-03)	
[2024-07-02 17:55:50] [PID 0] [INFO] [Train] Epoch [276/500] [0/168]	 BT 1.456 (0.358)	 DT 1.109 (0.021)	 Loss 2.9927e-06 (1.6706e-03)	
[2024-07-02 17:55:52] [PID 0] [INFO] [Train] Epoch [276/500] [5/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 4.4034e-06 (1.6704e-03)	
[2024-07-02 17:55:54] [PID 0] [INFO] [Train] Epoch [276/500] [10/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 8.1491e-09 (1.6703e-03)	
[2024-07-02 17:55:55] [PID 0] [INFO] [Train] Epoch [276/500] [15/168]	 BT 0.340 (0.358)	 DT 0.011 (0.021)	 Loss 7.4272e-08 (1.6701e-03)	
[2024-07-02 17:55:57] [PID 0] [INFO] [Train] Epoch [276/500] [20/168]	 BT 0.359 (0.358)	 DT 0.016 (0.021)	 Loss 1.4203e-08 (1.6699e-03)	
[2024-07-02 17:55:59] [PID 0] [INFO] [Train] Epoch [276/500] [25/168]	 BT 0.370 (0.358)	 DT 0.011 (0.021)	 Loss 5.0757e-08 (1.6697e-03)	
[2024-07-02 17:56:01] [PID 0] [INFO] [Train] Epoch [276/500] [30/168]	 BT 0.334 (0.358)	 DT 0.011 (0.021)	 Loss 2.0256e-08 (1.6695e-03)	
[2024-07-02 17:56:02] [PID 0] [INFO] [Train] Epoch [276/500] [35/168]	 BT 0.337 (0.358)	 DT 0.011 (0.021)	 Loss 1.3737e-08 (1.6694e-03)	
[2024-07-02 17:56:04] [PID 0] [INFO] [Train] Epoch [276/500] [40/168]	 BT 0.366 (0.358)	 DT 0.011 (0.021)	 Loss 1.3457e-07 (1.6692e-03)	
[2024-07-02 17:56:06] [PID 0] [INFO] [Train] Epoch [276/500] [45/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 1.2573e-08 (1.6690e-03)	
[2024-07-02 17:56:08] [PID 0] [INFO] [Train] Epoch [276/500] [50/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 4.2142e-08 (1.6688e-03)	
[2024-07-02 17:56:09] [PID 0] [INFO] [Train] Epoch [276/500] [55/168]	 BT 0.367 (0.358)	 DT 0.012 (0.021)	 Loss 2.2770e-07 (1.6686e-03)	
[2024-07-02 17:56:11] [PID 0] [INFO] [Train] Epoch [276/500] [60/168]	 BT 0.349 (0.358)	 DT 0.016 (0.021)	 Loss 4.1211e-08 (1.6685e-03)	
[2024-07-02 17:56:13] [PID 0] [INFO] [Train] Epoch [276/500] [65/168]	 BT 0.341 (0.358)	 DT 0.011 (0.021)	 Loss 4.1909e-08 (1.6683e-03)	
[2024-07-02 17:56:15] [PID 0] [INFO] [Train] Epoch [276/500] [70/168]	 BT 0.350 (0.358)	 DT 0.015 (0.021)	 Loss 1.0433e-06 (1.6681e-03)	
[2024-07-02 17:56:16] [PID 0] [INFO] [Train] Epoch [276/500] [75/168]	 BT 0.342 (0.358)	 DT 0.011 (0.021)	 Loss 9.7789e-09 (1.6679e-03)	
[2024-07-02 17:56:18] [PID 0] [INFO] [Train] Epoch [276/500] [80/168]	 BT 0.347 (0.358)	 DT 0.011 (0.021)	 Loss 6.2864e-09 (1.6677e-03)	
[2024-07-02 17:56:20] [PID 0] [INFO] [Train] Epoch [276/500] [85/168]	 BT 0.337 (0.358)	 DT 0.011 (0.021)	 Loss 1.7834e-07 (1.6675e-03)	
[2024-07-02 17:56:22] [PID 0] [INFO] [Train] Epoch [276/500] [90/168]	 BT 0.350 (0.358)	 DT 0.010 (0.021)	 Loss 2.3283e-10 (1.6674e-03)	
[2024-07-02 17:56:24] [PID 0] [INFO] [Train] Epoch [276/500] [95/168]	 BT 0.339 (0.358)	 DT 0.011 (0.021)	 Loss 5.5879e-09 (1.6672e-03)	
[2024-07-02 17:56:25] [PID 0] [INFO] [Train] Epoch [276/500] [100/168]	 BT 0.348 (0.358)	 DT 0.010 (0.021)	 Loss 1.1874e-08 (1.6670e-03)	
[2024-07-02 17:56:27] [PID 0] [INFO] [Train] Epoch [276/500] [105/168]	 BT 0.354 (0.358)	 DT 0.013 (0.021)	 Loss 1.6042e-07 (1.6668e-03)	
[2024-07-02 17:56:29] [PID 0] [INFO] [Train] Epoch [276/500] [110/168]	 BT 0.350 (0.358)	 DT 0.016 (0.021)	 Loss 1.1292e-07 (1.6666e-03)	
[2024-07-02 17:56:31] [PID 0] [INFO] [Train] Epoch [276/500] [115/168]	 BT 0.355 (0.358)	 DT 0.015 (0.021)	 Loss 2.7940e-09 (1.6665e-03)	
[2024-07-02 17:56:32] [PID 0] [INFO] [Train] Epoch [276/500] [120/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 1.0943e-08 (1.6663e-03)	
[2024-07-02 17:56:34] [PID 0] [INFO] [Train] Epoch [276/500] [125/168]	 BT 0.354 (0.358)	 DT 0.011 (0.021)	 Loss 1.0943e-08 (1.6661e-03)	
[2024-07-02 17:56:36] [PID 0] [INFO] [Train] Epoch [276/500] [130/168]	 BT 0.345 (0.358)	 DT 0.011 (0.021)	 Loss 7.2863e-07 (1.6659e-03)	
[2024-07-02 17:56:38] [PID 0] [INFO] [Train] Epoch [276/500] [135/168]	 BT 0.344 (0.358)	 DT 0.011 (0.021)	 Loss 6.2864e-09 (1.6657e-03)	
[2024-07-02 17:56:39] [PID 0] [INFO] [Train] Epoch [276/500] [140/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 1.6997e-08 (1.6656e-03)	
[2024-07-02 17:56:41] [PID 0] [INFO] [Train] Epoch [276/500] [145/168]	 BT 0.376 (0.358)	 DT 0.015 (0.021)	 Loss 5.7763e-07 (1.6654e-03)	
[2024-07-02 17:56:43] [PID 0] [INFO] [Train] Epoch [276/500] [150/168]	 BT 0.349 (0.358)	 DT 0.019 (0.021)	 Loss 5.6112e-08 (1.6652e-03)	
[2024-07-02 17:56:45] [PID 0] [INFO] [Train] Epoch [276/500] [155/168]	 BT 0.339 (0.358)	 DT 0.010 (0.021)	 Loss 6.9849e-09 (1.6650e-03)	
[2024-07-02 17:56:46] [PID 0] [INFO] [Train] Epoch [276/500] [160/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 2.3283e-08 (1.6648e-03)	
[2024-07-02 17:56:48] [PID 0] [INFO] [Train] Epoch [276/500] [165/168]	 BT 0.320 (0.358)	 DT 0.011 (0.021)	 Loss 0.0000e+00 (1.6647e-03)	
[2024-07-02 17:57:50] [PID 0] [INFO] [Train] Epoch [278/500] [0/168]	 BT 1.490 (0.358)	 DT 1.163 (0.021)	 Loss 3.8184e-08 (1.6587e-03)	
[2024-07-02 17:57:51] [PID 0] [INFO] [Train] Epoch [278/500] [5/168]	 BT 0.358 (0.358)	 DT 0.011 (0.021)	 Loss 5.2852e-08 (1.6585e-03)	
[2024-07-02 17:57:53] [PID 0] [INFO] [Train] Epoch [278/500] [10/168]	 BT 0.373 (0.358)	 DT 0.012 (0.021)	 Loss 6.5796e-07 (1.6584e-03)	
[2024-07-02 17:57:55] [PID 0] [INFO] [Train] Epoch [278/500] [15/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 1.7229e-08 (1.6582e-03)	
[2024-07-02 17:57:57] [PID 0] [INFO] [Train] Epoch [278/500] [20/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 1.2319e-05 (1.6580e-03)	
[2024-07-02 17:57:58] [PID 0] [INFO] [Train] Epoch [278/500] [25/168]	 BT 0.343 (0.358)	 DT 0.015 (0.021)	 Loss 1.5041e-07 (1.6578e-03)	
[2024-07-02 17:58:00] [PID 0] [INFO] [Train] Epoch [278/500] [30/168]	 BT 0.355 (0.358)	 DT 0.011 (0.021)	 Loss 3.6639e-06 (1.6577e-03)	
[2024-07-02 17:58:02] [PID 0] [INFO] [Train] Epoch [278/500] [35/168]	 BT 0.336 (0.358)	 DT 0.010 (0.021)	 Loss 3.6461e-07 (1.6575e-03)	
[2024-07-02 17:58:04] [PID 0] [INFO] [Train] Epoch [278/500] [40/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 4.8660e-07 (1.6573e-03)	
[2024-07-02 17:58:05] [PID 0] [INFO] [Train] Epoch [278/500] [45/168]	 BT 0.361 (0.358)	 DT 0.011 (0.021)	 Loss 2.8334e-07 (1.6571e-03)	
[2024-07-02 17:58:07] [PID 0] [INFO] [Train] Epoch [278/500] [50/168]	 BT 0.473 (0.358)	 DT 0.012 (0.021)	 Loss 1.8696e-07 (1.6569e-03)	
[2024-07-02 17:58:09] [PID 0] [INFO] [Train] Epoch [278/500] [55/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 3.1432e-07 (1.6568e-03)	
[2024-07-02 17:58:11] [PID 0] [INFO] [Train] Epoch [278/500] [60/168]	 BT 0.336 (0.358)	 DT 0.011 (0.021)	 Loss 3.1315e-07 (1.6566e-03)	
[2024-07-02 17:58:13] [PID 0] [INFO] [Train] Epoch [278/500] [65/168]	 BT 0.372 (0.358)	 DT 0.012 (0.021)	 Loss 1.4435e-07 (1.6564e-03)	
[2024-07-02 17:58:14] [PID 0] [INFO] [Train] Epoch [278/500] [70/168]	 BT 0.376 (0.358)	 DT 0.011 (0.021)	 Loss 1.1472e-05 (1.6562e-03)	
[2024-07-02 17:58:16] [PID 0] [INFO] [Train] Epoch [278/500] [75/168]	 BT 0.355 (0.358)	 DT 0.011 (0.021)	 Loss 4.0789e-07 (1.6560e-03)	
[2024-07-02 17:58:18] [PID 0] [INFO] [Train] Epoch [278/500] [80/168]	 BT 0.365 (0.358)	 DT 0.015 (0.021)	 Loss 3.9719e-07 (1.6559e-03)	
